34.442978,1.489241,0.431262,0.205732,0.058243,0.037172,0.021910,0.000000,0.000000,0.000000
93.079821,4.950997,1.432180,0.815023,0.289536,0.190240,0.127281,0.080606,0.051960,0.043620
216.557913,19.101845,6.346094,3.804346,2.766301,3.902134,1.868327,1.805112,1.263751,0.845015
105.313365,4.947354,1.566038,0.776630,0.337147,0.225930,0.109597,0.083854,0.058543,0.049332
221.628216,20.503688,6.459448,4.509738,3.853501,5.480892,3.096256,2.934336,1.943601,1.816388
125.262973,10.666973,3.099097,1.944348,1.285549,1.565049,1.010410,0.523827,0.313483,0.214847
158.876068,10.479621,3.357122,2.004621,1.547826,1.109095,0.827340,0.893554,0.590362,0.440830
239.128746,23.069131,7.547296,5.044677,4.653141,5.730424,2.944672,2.556775,1.537824,1.361617
87.288609,6.857958,1.851120,1.186068,0.518992,0.321097,0.179249,0.127394,0.110342,0.082357
204.230959,27.405516,8.274745,7.483795,5.735567,6.443118,3.894187,3.671019,2.026030,1.741474
146.943510,67.715868,12.715380,11.764029,4.695125,1.791527,1.040814,0.526302,0.235015,0.208223
194.397004,60.720315,16.129574,11.236123,5.307749,2.230057,1.409565,0.761521,0.450020,0.346738
118.175078,47.856627,17.745326,9.831189,4.863430,1.779596,1.199340,0.797946,0.340648,0.293879
154.746895,65.881013,17.750081,14.021789,4.650430,2.175566,1.253909,0.886868,0.369419,0.336766
242.032315,67.404546,22.686115,12.524360,4.273609,2.598067,1.117072,0.748148,0.449503,0.357019
135.512214,72.694028,28.144553,10.852074,4.057859,2.848325,1.359253,0.882404,0.395693,0.345600
249.820231,46.836321,20.304666,8.374543,3.945222,2.188150,1.174577,0.722740,0.368984,0.420217
103.233576,27.910386,15.861404,4.439104,2.984693,1.573117,0.781432,0.397521,0.259258,0.215737
159.176416,75.397504,14.539674,14.238472,5.851349,2.565005,1.482963,0.968930,0.459349,0.382758
108.954553,79.459588,38.675785,15.995978,7.280771,1.056055,1.751170,1.517422,0.763169,0.467506
136.520054,103.019120,17.267907,10.189598,4.427084,0.882502,1.353573,1.022483,0.507002,0.292922
259.072908,71.763839,37.737271,17.506440,6.954473,3.065543,1.545513,0.703270,0.596096,0.532169
48.110041,51.308919,17.668087,5.513589,2.777654,1.795489,0.926877,0.573964,0.437193,0.253810
81.809268,81.447278,21.737421,13.087645,6.501426,3.084942,1.316248,0.931650,0.439369,0.291276
61.517295,33.526907,19.430216,4.485244,2.741976,1.631554,0.686439,0.583151,0.333825,0.272352
66.048547,33.668651,15.250302,4.778816,3.468053,1.878757,1.059184,0.508781,0.376545,0.239419
67.529615,36.823008,23.109397,6.941978,3.384331,2.407803,0.757842,0.760601,0.375922,0.296224
85.459623,40.399537,25.941404,9.774382,3.398215,2.681127,0.750187,0.640767,0.393337,0.313296
217.609071,75.212128,38.063274,17.089892,10.413764,4.087205,1.854604,1.515952,0.856510,0.693276
110.792155,82.342826,16.966416,9.081919,3.564153,1.140467,1.099456,0.865408,0.708719,0.311869
252.335535,79.074513,30.191502,10.476513,5.517923,1.526158,1.226970,0.684868,0.532571,0.425443
83.316776,63.340048,22.074467,6.020184,2.544948,1.991350,0.835594,0.405100,0.305542,0.336502
123.396573,61.855753,19.670621,10.722599,4.860967,3.506132,1.641304,0.973343,0.627568,0.370246
68.442058,33.561365,17.322595,7.005921,3.339506,1.966898,0.926026,0.574499,0.325435,0.342615
67.446252,24.045190,12.411416,4.475191,2.580478,1.440077,0.862675,0.484375,0.292868,0.268834
177.913035,62.223919,20.414653,10.072496,4.888429,2.102116,1.346371,0.773444,0.481016,0.361149
108.796157,34.899563,15.563777,5.504919,3.039237,1.286660,0.790013,0.497033,0.308977,0.217300
199.232935,61.695907,20.314897,9.536113,4.005428,1.919081,1.145849,0.645391,0.299736,0.313266
96.022769,14.061863,3.771130,2.576697,0.915755,0.404052,0.284694,0.169099,0.115025,0.094684
87.468649,8.519563,3.014922,2.387836,1.474460,1.491471,0.768777,0.704524,0.656977,0.485166
163.020628,12.368350,3.696029,2.417780,1.752246,2.261035,1.220182,0.968415,0.731299,0.491234
59.122297,4.329151,1.389171,1.052202,0.442667,0.297620,0.176859,0.135419,0.082036,0.067545
145.929813,20.731379,6.839526,4.806660,4.032228,4.197550,3.080788,2.567075,1.281616,1.195848
66.009228,17.179273,4.158698,2.701995,1.158835,0.333305,0.260039,0.139642,0.058624,0.057592
109.725814,29.079590,15.472971,9.599947,4.348295,3.632077,2.469701,1.897463,1.655574,1.169349
164.769216,32.914204,15.491152,8.867359,3.038800,2.403942,1.274796,0.847317,0.472722,0.345683
196.745592,61.305039,35.108241,15.165326,9.239361,12.757155,3.751467,3.048897,1.585325,1.459873
340.025932,49.046925,29.761360,10.940917,8.108667,15.291130,6.191158,3.738673,2.425504,2.463638
1.276702,0.094232,0.025769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.376508,0.388814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.453409,0.774961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.054924,0.522906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.559761,0.101965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.982483,0.144171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.496819,0.234991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.290509,0.724560,0.292575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.423025,0.085190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.777334,0.032606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
